metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric
"zilliz.cluster.cu.computation.current",gauge,,percent,,A measure of the utilized computation power relative to the total allowance of the CU. Range from 0 to 1.,0,zilliz_cloud,cluster cu computation,
"zilliz.cluster.cu.capacity.current",gauge,,percent,,A measure of the used capacity relative to the total capacity of the CU. Range from 0 to 1. ,0,zilliz_cloud,cluster cu capacity,
zilliz.cluster.storage.bytes.current,"gauge",,byte,,The current amount of persistent storage consumed by data and indexes. ,0,zilliz_cloud,cluster storage bytes,
"zilliz.cluster.write.performance.capacity.current",gauge,,percent,,A measure of current write operations relative to the total write rate limit. Range from 0 to 1.,0,zilliz_cloud,cluster write performance capacity,
"zilliz.request.slow.queries.total","count",,request,,The total number of slow requests.,1,zilliz_cloud,total slow queries,
zilliz.requests.total,"count",,request,,The total number of requests.,1,zilliz_cloud,total requests,
"zilliz.request.vectors.total","count",,unit,,"Total number of vectors across requests, e.g., total number of ingested vectors across insert requests, or total number of target input vectors across search requests.",1,zilliz_cloud,total request vectors,
"zilliz.request.latency.milliseconds.average","gauge",,millisecond,,The average latency of requests processed. ,0,zilliz_cloud,average request latency ,
zilliz.request.latency.milliseconds.p99,gauge,,millisecond,,The 99 percentile latency of requests processed. ,0,zilliz_cloud,P99 request latency,
zilliz.entities.current,gauge,,unit,,The current number of entities.,0,zilliz_cloud,entities,
zilliz.loaded.entities.current,gauge,,unit,,The current number of loaded entities. ,0,zilliz_cloud,loaded entities,
zilliz.collections.current,gauge,,unit,,The current number of collections.,0,zilliz_cloud,collections,
zilliz.unloaded.collections.current,gauge,,unit,,The current number of unloaded collections.,0,zilliz_cloud,unloaded collections,
