metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric
upsc.status,gauge,,,,UPS status,1,upsc,status,
upsc.battery.charge,gauge,,percent,,UPS battery charge,1,upsc,battery charge %,
upsc.battery.charge.low,gauge,,percent,,UPS remaining battery level when UPS switches to Low Battery,1,upsc,low charge %,
upsc.battery.charge.warning,gauge,,percent,,UPS battery level when UPS switches to Warning state,1,upsc,warn charge %,
upsc.battery.runtime,gauge,,second,,UPS battery runtime,1,upsc,runtime,
upsc.battery.runtime.low,gauge,,second,,UPS remaining battery runtime when UPS switches to Low Battery,1,upsc,runtime low threshold,
upsc.battery.voltage,gauge,,volt,,UPS Battery Voltage,0,upsc,battery voltage,
upsc.battery.voltage.nominal,gauge,,volt,,UPS Nominal battery voltage,0,upsc,nominal battery voltage,
upsc.input.voltage,gauge,,volt,,UPS input voltage,0,upsc,input voltage,
upsc.input.voltage.nominal,gauge,,volt,,UPS nominal input voltage,0,upsc,nominal input voltage,
upsc.output.voltage,gauge,,volt,,UPS output voltage,0,upsc,output voltage,
upsc.load,gauge,,percent,,UPS load,-1,upsc,load,
