metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name
eventstore.proc.mem,gauge,,bytes,,Current memory usage,0,eventstore,
eventstore.proc.cpu,gauge,,float,,Current CPU usage,0,eventstore,
eventstore.proc.cpu_scaled,gauge,,float,,Scaled Current CPU Usage,0,eventstore,
eventstore.proc.threads,gauge,,int,,Current threads,0,eventstore,
eventstore.proc.contentions_rate,gauge,,float,,current contentions,0,eventstore,
eventstore.proc.thrown_exceptions_rate,gauge,,float,,number of exceptions,0,eventstore,
eventstore.proc.disk.read_bytes,gauge,,bytes,,Disk Reads (Bytes),0,eventstore,
eventstore.proc.disk.write_bytes,gauge,,bytes,,Disk Writes (Bytes),0,eventstore,
eventstore.proc.disk.read_ops,gauge,,int,,Disk Reads (Ops),0,eventstore,
eventstore.proc.disk.write_ops,gauge,,int,,Disk Writes (Ops),0,eventstore,
eventstore.tcp.connections,gauge,,int,,Tcp Connections,0,eventstore,
eventstore.tcp.receiving_speed,gauge,,float,,Tcp Receiving,0,eventstore,
eventstore.tcp.sending_speed,gauge,,float,,Tcp Sending,0,eventstore,
eventstore.tcp.in_send,gauge,,int,,Tcp In,0,eventstore,
eventstore.tcp.measure_time,gauge,,datetime,,Tcp Measure,0,eventstore,
eventstore.tcp.pending_received,gauge,,int,,Tcp Pending,0,eventstore,
eventstore.tcp.pending_send,gauge,,int,,Tcp Pending,0,eventstore,
eventstore.tcp.received_bytes.since_last_run,gauge,,int,,Received_Bytes Since_Last,0,eventstore,
eventstore.tcp.received_bytes.total,gauge,,int,,Received_Bytes Bytes,0,eventstore,
eventstore.tcp.sent_bytes.since_last_run,gauge,,int,,Sent_Bytes Since_Last,0,eventstore,
eventstore.tcp.sent_bytes.total,gauge,,int,,Sent_Bytes total,0,eventstore,
eventstore.gc.allocation_speed,gauge,,float,,Allocation Speed,0,eventstore,
eventstore.gc.items_count.gen0,gauge,,float,,Items Count.Gen0,0,eventstore,
eventstore.gc.size.gen0,gauge,,float,,Gen0 Gen0,0,eventstore,
eventstore.gc.items_count.gen1,gauge,,float,,Items Count.Gen1,0,eventstore,
eventstore.gc.size.gen1,gauge,,float,,Gen1 Gen1,0,eventstore,
eventstore.gc.items_count.gen2,gauge,,float,,Items Count.Gen2,0,eventstore,
eventstore.gc.size.gen2,gauge,,float,,Gen2 Gen2,0,eventstore,
eventstore.gc.large_heap_size,gauge,,int,,Large_Heap Size,0,eventstore,
eventstore.gc.time_in_gc,gauge,,float,,Time_In Gc,0,eventstore,
eventstore.gc.total_bytes_in_heaps,gauge,,bytes,,Total_Bytes_In Heaps,0,eventstore,
eventstore.sys.cpu,gauge,,float,,Cpu Cpu,0,eventstore,
eventstore.sys.free_mem,gauge,,int,,Free Mem,0,eventstore,
eventstore.es.queue.avg_items_per_second,histogram,,int,,Queue Avg items per second,0,eventstore,
eventstore.es.queue.avg_processing_time,histogram,,float,,Queue Avg processing Time,0,eventstore,
eventstore.es.queue.current_idle_time,gauge,,datetime,,Queue Current idle Time,0,eventstore,
eventstore.es.queue.current_processing_time,gauge,,datetime,,Queue Current processing Time,0,eventstore,
eventstore.es.queue.idle_time_percent,gauge,,float,,Queue Idle time Percent,0,eventstore,
eventstore.es.queue.length,histogram,,int,,Queue Length queue Length,0,eventstore,
eventstore.es.queue.length_current_try_peak,gauge,,int,,Queue Length current try peak,0,eventstore,
eventstore.es.queue.length_lifetime_peak,gauge,,int,,Queue Length lifetime Peak,0,eventstore,
eventstore.es.queue.total_items_processed,gauge,,int,,Queue Total items Processed,0,eventstore,
eventstore.es.writer.flush_size.last,gauge,,int,,Writer Last Flush Size,0,eventstore,
eventstore.es.writer.flush_delay_ms.last,gauge,,ms,,Writer Last flush delay (ms),0,eventstore,
eventstore.es.writer.flush_size.mean,gauge,,int,,Writer Mean flush size,0,eventstore,
eventstore.es.writer.flush_delay_ms.mean,gauge,,float,,Writer Mean flush delay (ms),0,eventstore,
eventstore.es.writer.flush_size.max,gauge,,int,,Writer Max flush size (size),0,eventstore,
eventstore.es.writer.flush_delay_ms.max,gauge,,float,,Writer Max flush delay (ms),0,eventstore,
eventstore.es.writer.queued_flush_messages,gauge,,int,,Writer Queued Flush Messages,0,eventstore,
eventstore.es.read_index.cached_record,gauge,,int,,Read Index Cached Record,0,eventstore,
eventstore.es.read_index.not_cached_record,gauge,,int,,Read Index Not Cached Record,0,eventstore,
eventstore.es.read_index.cached_stream_info,gauge,,int,,Read Index Cached Stream Info,0,eventstore,
eventstore.es.read_index.not_cached_stream_info,gauge,,int,,Read Index Not Cached Stream Info,0,eventstore,
eventstore.es.read_index.cached_trans_info,gauge,,int,,Read Index Cached Trans Info,0,eventstore,
eventstore.es.read_index.not_cached_trans_info,gauge,,int,,Read Index Not Cached Trans Info,0,eventstore,
