metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric
nextcloud.system.freespace,gauge,,byte,,The amount of free space available.,0,nextcloud,free space,
nextcloud.system.apps.num_installed,gauge,,,,The number of apps installed.,0,nextcloud,apps installed,
nextcloud.system.apps.num_updates_available,gauge,,,,,-1,nextcloud,apps updates available,
nextcloud.storage.num_users,gauge,,,,,0,nextcloud,num users,
nextcloud.storage.num_files,gauge,,,,,0,nextcloud,num files,
nextcloud.storage.num_storages,gauge,,,,,0,nextcloud,num storages,
nextcloud.storage.num_storages_local,gauge,,,,,0,nextcloud,num storages local,
nextcloud.storage.num_storages_home,gauge,,,,,0,nextcloud,num storages home,
nextcloud.storage.num_storages_other,gauge,,,,,0,nextcloud,num storages other,
nextcloud.shares.num_shares,gauge,,,,,0,nextcloud,num shares,
nextcloud.shares.num_shares_user,gauge,,,,,0,nextcloud,num shares user,
nextcloud.shares.num_shares_groups,gauge,,,,,0,nextcloud,num shares groups,
nextcloud.shares.num_shares_link_no_password,gauge,,,,,0,nextcloud,num shares link no password,
nextcloud.shares.num_fed_shares_sent,gauge,,,,,0,nextcloud,num fed shares sent,
nextcloud.shares.num_fed_shares_received,gauge,,,,,0,nextcloud,num fed shares received,
nextcloud.server.php.memory_limit,gauge,,byte,,,0,nextcloud,php memory limit,
nextcloud.server.php.max_execution_time,gauge,,second,,,0,nextcloud,php max_execution_time,
nextcloud.server.php.upload_max_filesize,gauge,,byte,,,0,nextcloud,php upload_max_filesize,
nextcloud.server.database.size,gauge,,byte,,,0,nextcloud,database size,
nextcloud.activeUsers.last5minutes,gauge,,,,,0,nextcloud,active users last5m,
nextcloud.activeUsers.last1hour,gauge,,,,,0,nextcloud,active users last1h,
nextcloud.activeUsers.last24hours,gauge,,,,,0,nextcloud,active users last24h,
