metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric,sample_tags
ocient.lat.paused,gauge,,,,Returns 1 if LAT loading is paused,0,ocient,,,
ocient.lat.bytes_buffered,gauge,,,,The number of bytes currently buffered by the loading service,0,ocient,,,
ocient.lat.complete,gauge,,,,Returns 1 if LAT loading is complete,0,ocient,,,
ocient.lat.workers,gauge,,,,The number of workers currently in use by the loading service,0,ocient,,,
ocient.lat.pipeline.bytes_pushed,gauge,,,,The number of bytes pushed by the LAT service to the storage layer,0,ocient,,,
ocient.lat.pipeline.push_errors,gauge,,,,The number of errors from the pipeline,0,ocient,,,
ocient.lat.pipeline.push_attempts,gauge,,,,The number of times the pipeline has attempted to push rows to the storage layer,0,ocient,,,
ocient.lat.pipeline.rows_pushed,gauge,,,,The number of rows pushed to the storage layer since last startup,0,ocient,,,
ocient.lat.pipeline.record_errors,gauge,,,,The number of records which produced an error by the loading service,0,ocient,,,
ocient.allocation.pending_timeouts,gauge,,,,Number of uncompleted storage objects of a given type that will expire and be deallocated in the future,0,ocient,,,
ocient.blobstore.num_blobs,gauge,,,,"Total number of tracked blobs within the specified blobstore (per silo)
A blob represents a unit of spill issued by the VM",0,ocient,,,
ocient.blobstore.pending_dispatches,gauge,,,,Number of oustanding callbacks to be processed by the blobstore thread (per silo),0,ocient,,,
ocient.blobstore.total_bytes,gauge,,,,"Tracks accumulative bytes from different operations in the blobstore, along with the number of bytes actively used and bytes available for spill",0,ocient,,,
ocient.blobstore.verify_hash_operations,gauge,,,,"Number of verify hash operations {completed, failed} - these operations validate spill requests from the VM as an extra check for correctness",0,ocient,,,
ocient.blockDeviceContext.bytesRead,gauge,,,,Total number of bytes read from the drives,0,ocient,,,
ocient.cmdcomp.metadata.cache_operations,gauge,,,,Number of times table or array column PDFs were found in the cache,0,ocient,,,
ocient.cmdcomp.metadata.eviction_cycles,gauge,,,,Number of times table or array column PDFs were evicted from the cache,0,ocient,,,
ocient.cmdcomp.metadata.tableToRequestStatsCounter,gauge,,,,Number of entries in the structure that maps tables to their statistics,0,ocient,,,
ocient.cmdcomp.queries,gauge,,,,Number of active queries in any state,0,ocient,,,
