metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name
pulsar.consumer.available_permits,gauge,,,,Consumer Available Permits,0,pulsar,consumer available permits
pulsar.consumer.blocked_on_unacked_messages,gauge,,,,Consumer blocked on unacked message,0,pulsar,consumer blocked on blocked_on_unacked_messages
pulsar.consumer.msg_rate_out,gauge,,,,Outbound Message Rate,0,pulsar,message out per second
pulsar.consumer.msg_rate_redeliver,gauge,,,,Message Redelivery Rate,0,pulsar,message redelivery rate
pulsar.consumer.msg_throughput_out,gauge,,,,Outbound Message Throughput Rate,0,pulsar,message redelivery rate
pulsar.consumer.unacked_messages,gauge,,,,This is the number of unacked message for this consumer,0,pulsar,unacked message for a consumer
pulsar.consumers_count,gauge,,,,Consumer counts,0,pulsar,message count
pulsar.entry_size_count,gauge,,,,entry rate size of a namespace count,0,pulsar,entry size count
pulsar.entry_size_le_100_kb,gauge,,,,The entry rate of a namespace that the entry size is less than 100KB,0,pulsar,entry rate with entry less than 100KB
pulsar.entry_size_le_128,gauge,,,,The entry rate of a namespace that the entry size is less than 128 bytes,0,pulsar,entry rate with entry less than 128 bytes
pulsar.entry_size_le_16_kb,gauge,,,,The entry rate of a namespace that the entry size is less than 16KB,0,pulsar,entry rate with entry less than 16KB
pulsar.entry_size_le_1_kb,gauge,,,,The entry rate of a namespace that the entry size is less than 1KB,0,pulsar,entry rate with entry less than 1KB
pulsar.entry_size_le_1_mb,gauge,,,,The entry rate of a namespace that the entry size is less than 1MB,0,pulsar,entry rate with entry less than 1MB
pulsar.entry_size_le_2_kb,gauge,,,,The entry rate of a namespace that the entry size is less than 2KB,0,pulsar,entry rate with entry less than 2KB
pulsar.entry_size_le_4_kb,gauge,,,,The entry rate of a namespace that the entry size is less than 4KB,0,pulsar,entry rate with entry less than 4KB
pulsar.entry_size_le_512,gauge,,,,The entry rate of a namespace that the entry size is less than 512 bytes,0,pulsar,entry rate with entry less than 512 bytes
pulsar.entry_size_le_overflow,gauge,,,,The entry rate of a namespace that the entry size is more than 1MB,0,pulsar,entry rate with entry more than 1MB
pulsar.in_bytes_total,count,,,,The total number of bytes received for this topic,0,pulsar,total received bytes for this topic
pulsar.in_messages_total,count,,,,The total number of messages received for this topic,0,pulsar,received messages for this topic
