metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric
redis.sentinel.known_sentinels,gauge,,instance,,number of sentinels detected,0,redis_sentinel,known sentinels,
redis.sentinel.known_slaves,gauge,,instance,,number of slaves detected,0,redis_sentinel,known slaves,
redis.sentinel.last_ok_ping_latency,gauge,,second,,number of seconds since last OK ping,0,redis_sentinel,last ok latency,
redis.sentinel.ok_sentinels,gauge,,instance,,number of sentinels up and running,0,redis_sentinel,ok sentinels,
redis.sentinel.ok_slaves,gauge,,instance,,number of slaves up and running,0,redis_sentinel,ok slaves,
redis.sentinel.odown_slaves,gauge,,instance,,number of slaves that are in the Objectively Down state,0,redis_sentinel,odown slaves,
redis.sentinel.sdown_slaves,gauge,,instance,,number of slaves that are in the Subjectively Down state,0,redis_sentinel,sdown slaves,
redis.sentinel.link_pending_commands,gauge,,command,,number of pending sentinel commands,0,redis_sentinel,pending commands,
redis.sentinel.ping_latency,gauge,,millisecond,,latency of a sentinel ping,0,redis_sentinel,ping latency,
redis.sentinel.failover,count,,occurrence,,number of failovers detected,0,redis_sentinel,failovers,
